Report Date,Reported For Date,State Description,Head Count
5/7/2019,5/6/2019,Ohio,74
5/7/2019,5/6/2019,Oklahoma,528
5/7/2019,5/6/2019,South Dakota,477
5/7/2019,5/6/2019,Wisconsin,91
5/6/2019,5/3/2019,Canada,"1,326"
5/6/2019,5/3/2019,Illinois,"1,087"
5/6/2019,5/3/2019,Indiana,220
5/6/2019,5/3/2019,Iowa,"1,616"
5/6/2019,5/3/2019,Michigan,372
5/6/2019,5/3/2019,Minnesota,"1,622"
5/6/2019,5/3/2019,Missouri,188
5/6/2019,5/3/2019,Nebraska,"1,064"
5/6/2019,5/3/2019,North Carolina,507
5/6/2019,5/3/2019,Ohio,125
5/6/2019,5/3/2019,Oklahoma,629
5/6/2019,5/3/2019,Pennsylvania,187
5/6/2019,5/3/2019,South Dakota,171
5/6/2019,5/3/2019,Wisconsin,151
5/3/2019,5/2/2019,Arkansas,560
5/3/2019,5/2/2019,Canada,"1,421"
5/3/2019,5/2/2019,Georgia,36
5/3/2019,5/2/2019,Illinois,"1,219"
5/3/2019,5/2/2019,Indiana,132
5/3/2019,5/2/2019,Iowa,"2,115"
5/3/2019,5/2/2019,Kentucky,67
5/3/2019,5/2/2019,Michigan,151
5/3/2019,5/2/2019,Minnesota,"1,237"
5/3/2019,5/2/2019,Missouri,679
5/3/2019,5/2/2019,Nebraska,"1,476"
5/3/2019,5/2/2019,North Carolina,581
5/3/2019,5/2/2019,Ohio,219
5/3/2019,5/2/2019,Oklahoma,188
5/3/2019,5/2/2019,Pennsylvania,520
5/3/2019,5/2/2019,South Dakota,376
5/3/2019,5/2/2019,Wisconsin,135
5/2/2019,5/1/2019,Canada,"1,325"
5/2/2019,5/1/2019,Georgia,107
5/2/2019,5/1/2019,Illinois,"1,410"
5/2/2019,5/1/2019,Indiana,317
5/2/2019,5/1/2019,Iowa,"1,842"
5/2/2019,5/1/2019,Kansas,10
5/2/2019,5/1/2019,Massachusetts,88
5/2/2019,5/1/2019,Michigan,281
5/2/2019,5/1/2019,Minnesota,828
5/2/2019,5/1/2019,Missouri,824
5/2/2019,5/1/2019,Nebraska,"1,267"
5/2/2019,5/1/2019,North Carolina,721
5/2/2019,5/1/2019,Ohio,196
5/2/2019,5/1/2019,Oklahoma,416
5/2/2019,5/1/2019,Pennsylvania,200
5/2/2019,5/1/2019,South Dakota,417
5/2/2019,5/1/2019,Texas,90
5/2/2019,5/1/2019,Wisconsin,237
5/1/2019,4/30/2019,Canada,"1,010"
5/1/2019,4/30/2019,Illinois,"1,095"
5/1/2019,4/30/2019,Indiana,173
5/1/2019,4/30/2019,Iowa,"2,005"
5/1/2019,4/30/2019,Kansas,166
5/1/2019,4/30/2019,Michigan,244
5/1/2019,4/30/2019,Minnesota,"1,196"
5/1/2019,4/30/2019,Missouri,895
5/1/2019,4/30/2019,Nebraska,564
5/1/2019,4/30/2019,North Carolina,587
5/1/2019,4/30/2019,Ohio,212
5/1/2019,4/30/2019,Oklahoma,277
5/1/2019,4/30/2019,Pennsylvania,182
5/1/2019,4/30/2019,South Dakota,87
5/1/2019,4/30/2019,Wisconsin,137
4/30/2019,4/29/2019,Canada,"1,755"
4/30/2019,4/29/2019,Illinois,594
4/30/2019,4/29/2019,Indiana,363
4/30/2019,4/29/2019,Iowa,"2,203"
4/30/2019,4/29/2019,Kansas,294
4/30/2019,4/29/2019,Michigan,90
4/30/2019,4/29/2019,Minnesota,"1,261"
4/30/2019,4/29/2019,Missouri,260
4/30/2019,4/29/2019,Nebraska,668
4/30/2019,4/29/2019,North Carolina,303
4/30/2019,4/29/2019,Ohio,93
4/30/2019,4/29/2019,Oklahoma,453
4/30/2019,4/29/2019,Pennsylvania,89
4/30/2019,4/29/2019,South Dakota,350
4/30/2019,4/29/2019,Texas,82
4/30/2019,4/29/2019,Wisconsin,27
4/29/2019,4/26/2019,Canada,"1,322"
4/29/2019,4/26/2019,Illinois,"1,034"
4/29/2019,4/26/2019,Indiana,242
4/29/2019,4/26/2019,Iowa,"1,996"
4/29/2019,4/26/2019,Michigan,372
4/29/2019,4/26/2019,Minnesota,"1,422"
4/29/2019,4/26/2019,Missouri,283
4/29/2019,4/26/2019,Nebraska,"1,176"
4/29/2019,4/26/2019,North Carolina,325
4/29/2019,4/26/2019,Ohio,320
4/29/2019,4/26/2019,Oklahoma,439
4/29/2019,4/26/2019,Pennsylvania,115
4/29/2019,4/26/2019,South Dakota,360
4/29/2019,4/26/2019,Texas,82
4/29/2019,4/26/2019,Wisconsin,140
4/26/2019,4/25/2019,Canada,"1,241"
4/26/2019,4/25/2019,Illinois,"1,299"
4/26/2019,4/25/2019,Indiana,87
4/26/2019,4/25/2019,Iowa,"2,288"
4/26/2019,4/25/2019,Michigan,118
4/26/2019,4/25/2019,Minnesota,"1,249"
4/26/2019,4/25/2019,Missouri,993
4/26/2019,4/25/2019,Nebraska,690
4/26/2019,4/25/2019,North Carolina,334
4/26/2019,4/25/2019,Ohio,276
4/26/2019,4/25/2019,Oklahoma,377
4/26/2019,4/25/2019,Pennsylvania,406
4/26/2019,4/25/2019,South Dakota,180
4/26/2019,4/25/2019,Wisconsin,223
4/25/2019,4/24/2019,Arkansas,259
4/25/2019,4/24/2019,Canada,"1,855"
4/25/2019,4/24/2019,Georgia,35
4/25/2019,4/24/2019,Illinois,"1,052"
4/25/2019,4/24/2019,Indiana,276
4/25/2019,4/24/2019,Iowa,"2,297"
4/25/2019,4/24/2019,Kansas,22
4/25/2019,4/24/2019,Michigan,130
4/25/2019,4/24/2019,Minnesota,"1,059"
4/25/2019,4/24/2019,Mississippi,119
4/25/2019,4/24/2019,Missouri,"1,177"
4/25/2019,4/24/2019,Nebraska,"1,098"
4/25/2019,4/24/2019,North Carolina,279
4/25/2019,4/24/2019,Ohio,427
4/25/2019,4/24/2019,Oklahoma,482
4/25/2019,4/24/2019,Pennsylvania,195
4/25/2019,4/24/2019,South Dakota,334
4/25/2019,4/24/2019,Texas,84
4/25/2019,4/24/2019,Virginia,80
4/25/2019,4/24/2019,Wisconsin,101
4/24/2019,4/23/2019,Arkansas,251
4/24/2019,4/23/2019,Canada,"1,765"
4/24/2019,4/23/2019,Illinois,"1,237"
4/24/2019,4/23/2019,Indiana,128
4/24/2019,4/23/2019,Iowa,"2,622"
4/24/2019,4/23/2019,Kansas,95
4/24/2019,4/23/2019,Michigan,249
4/24/2019,4/23/2019,Minnesota,"1,142"
4/24/2019,4/23/2019,Mississippi,68
4/24/2019,4/23/2019,Missouri,864
4/24/2019,4/23/2019,Nebraska,"1,107"
4/24/2019,4/23/2019,North Carolina,419
4/24/2019,4/23/2019,Ohio,325
4/24/2019,4/23/2019,Oklahoma,331
4/24/2019,4/23/2019,Pennsylvania,172
4/24/2019,4/23/2019,South Dakota,141
4/24/2019,4/23/2019,Wisconsin,288
4/23/2019,4/22/2019,Arkansas,176
4/23/2019,4/22/2019,Canada,"1,557"
4/23/2019,4/22/2019,Colorado,85
4/23/2019,4/22/2019,Illinois,462
4/23/2019,4/22/2019,Indiana,455
4/23/2019,4/22/2019,Iowa,"2,173"
4/23/2019,4/22/2019,Kansas,180
4/23/2019,4/22/2019,Michigan,85
4/23/2019,4/22/2019,Minnesota,"1,071"
4/23/2019,4/22/2019,Missouri,303
4/23/2019,4/22/2019,Nebraska,564
4/23/2019,4/22/2019,North Carolina,485
4/23/2019,4/22/2019,Ohio,90
4/23/2019,4/22/2019,Oklahoma,435
4/23/2019,4/22/2019,South Dakota,277
4/23/2019,4/22/2019,Wisconsin,103
4/22/2019,4/19/2019,Arkansas,188
4/22/2019,4/19/2019,Canada,"1,367"
4/22/2019,4/19/2019,Georgia,76
4/22/2019,4/19/2019,Illinois,892
4/22/2019,4/19/2019,Indiana,232
4/22/2019,4/19/2019,Iowa,"1,599"
4/22/2019,4/19/2019,Kentucky,30
4/22/2019,4/19/2019,Michigan,415
4/22/2019,4/19/2019,Minnesota,"1,167"
4/22/2019,4/19/2019,Missouri,190
4/22/2019,4/19/2019,Nebraska,879
4/22/2019,4/19/2019,North Carolina,913
4/22/2019,4/19/2019,Ohio,236
4/22/2019,4/19/2019,Oklahoma,548
4/22/2019,4/19/2019,Pennsylvania,224
4/22/2019,4/19/2019,South Dakota,165
4/22/2019,4/19/2019,Wisconsin,85
4/19/2019,4/18/2019,Canada,"1,524"
4/19/2019,4/18/2019,Illinois,"1,150"
4/19/2019,4/18/2019,Indiana,240
4/19/2019,4/18/2019,Iowa,"2,251"
4/19/2019,4/18/2019,Michigan,217
4/19/2019,4/18/2019,Minnesota,"1,050"
4/19/2019,4/18/2019,Missouri,417
4/19/2019,4/18/2019,Nebraska,923
4/19/2019,4/18/2019,North Carolina,348
4/19/2019,4/18/2019,Ohio,223
4/19/2019,4/18/2019,Oklahoma,199
4/19/2019,4/18/2019,Pennsylvania,195
4/19/2019,4/18/2019,South Dakota,92
4/19/2019,4/18/2019,Texas,85
4/19/2019,4/18/2019,Wisconsin,58
4/18/2019,4/17/2019,Arkansas,191
4/18/2019,4/17/2019,Canada,"1,363"
4/18/2019,4/17/2019,Georgia,140
4/18/2019,4/17/2019,Illinois,817
4/18/2019,4/17/2019,Indiana,351
4/18/2019,4/17/2019,Iowa,"1,999"
4/18/2019,4/17/2019,Michigan,184
4/18/2019,4/17/2019,Minnesota,728
4/18/2019,4/17/2019,Missouri,877
4/18/2019,4/17/2019,Nebraska,969
4/18/2019,4/17/2019,North Carolina,586
4/18/2019,4/17/2019,Ohio,130
4/18/2019,4/17/2019,Oklahoma,468
4/18/2019,4/17/2019,Pennsylvania,347
4/18/2019,4/17/2019,South Dakota,462
4/18/2019,4/17/2019,Virginia,80
4/18/2019,4/17/2019,Wisconsin,228
4/17/2019,4/16/2019,Arkansas,206
4/17/2019,4/16/2019,Canada,"1,593"
4/17/2019,4/16/2019,Illinois,"1,192"
4/17/2019,4/16/2019,Indiana,105
4/17/2019,4/16/2019,Iowa,"1,864"
4/17/2019,4/16/2019,Kansas,194
4/17/2019,4/16/2019,Michigan,207
4/17/2019,4/16/2019,Minnesota,906
4/17/2019,4/16/2019,Mississippi,63
4/17/2019,4/16/2019,Missouri,636
4/17/2019,4/16/2019,Nebraska,549
4/17/2019,4/16/2019,North Carolina,811
4/17/2019,4/16/2019,Ohio,232
4/17/2019,4/16/2019,Oklahoma,332
4/17/2019,4/16/2019,Pennsylvania,174
4/17/2019,4/16/2019,South Dakota,85
4/17/2019,4/16/2019,Wisconsin,97
4/16/2019,4/15/2019,Arkansas,177
4/16/2019,4/15/2019,Canada,"2,265"
4/16/2019,4/15/2019,Illinois,620
4/16/2019,4/15/2019,Indiana,360
4/16/2019,4/15/2019,Iowa,"2,221"
4/16/2019,4/15/2019,Kansas,80
4/16/2019,4/15/2019,Kentucky,23
4/16/2019,4/15/2019,Massachusetts,71
4/16/2019,4/15/2019,Michigan,236
4/16/2019,4/15/2019,Minnesota,321
4/16/2019,4/15/2019,Missouri,205
4/16/2019,4/15/2019,Nebraska,944
4/16/2019,4/15/2019,North Carolina,440
4/16/2019,4/15/2019,Ohio,34
4/16/2019,4/15/2019,Oklahoma,439
4/16/2019,4/15/2019,Pennsylvania,87
4/16/2019,4/15/2019,South Dakota,173
4/16/2019,4/15/2019,Texas,85
4/16/2019,4/15/2019,Wisconsin,155
4/15/2019,4/12/2019,Arkansas,190
4/15/2019,4/12/2019,Canada,"1,464"
4/15/2019,4/12/2019,Illinois,832
4/15/2019,4/12/2019,Indiana,144
4/15/2019,4/12/2019,Iowa,"2,344"
4/15/2019,4/12/2019,Michigan,271
4/15/2019,4/12/2019,Minnesota,"1,076"
4/15/2019,4/12/2019,Missouri,200
4/15/2019,4/12/2019,Nebraska,685
4/15/2019,4/12/2019,North Carolina,897
4/15/2019,4/12/2019,Ohio,310
4/15/2019,4/12/2019,Oklahoma,513
4/15/2019,4/12/2019,Pennsylvania,111
4/15/2019,4/12/2019,South Carolina,62
4/15/2019,4/12/2019,Virginia,80
4/15/2019,4/12/2019,Wisconsin,107
4/12/2019,4/11/2019,Arkansas,190
4/12/2019,4/11/2019,Canada,"1,300"
4/12/2019,4/11/2019,Georgia,61
4/12/2019,4/11/2019,Illinois,"1,085"
4/12/2019,4/11/2019,Indiana,390
4/12/2019,4/11/2019,Iowa,"2,381"
4/12/2019,4/11/2019,Michigan,138
4/12/2019,4/11/2019,Minnesota,"1,180"
4/12/2019,4/11/2019,Mississippi,53
4/12/2019,4/11/2019,Missouri,772
4/12/2019,4/11/2019,Nebraska,827
4/12/2019,4/11/2019,North Carolina,877
4/12/2019,4/11/2019,Ohio,146
4/12/2019,4/11/2019,Oklahoma,478
4/12/2019,4/11/2019,Pennsylvania,211
4/12/2019,4/11/2019,South Dakota,199
4/12/2019,4/11/2019,Virginia,43
4/12/2019,4/11/2019,Wisconsin,205
4/11/2019,4/10/2019,Arkansas,129
4/11/2019,4/10/2019,Canada,"1,487"
4/11/2019,4/10/2019,Colorado,86
4/11/2019,4/10/2019,Georgia,72
4/11/2019,4/10/2019,Illinois,900
4/11/2019,4/10/2019,Indiana,320
4/11/2019,4/10/2019,Iowa,"2,312"
4/11/2019,4/10/2019,Kansas,5
4/11/2019,4/10/2019,Michigan,350
4/11/2019,4/10/2019,Minnesota,820
4/11/2019,4/10/2019,Mississippi,57
4/11/2019,4/10/2019,Missouri,752
4/11/2019,4/10/2019,Nebraska,"1,255"
4/11/2019,4/10/2019,North Carolina,683
4/11/2019,4/10/2019,Ohio,139
4/11/2019,4/10/2019,Oklahoma,528
4/11/2019,4/10/2019,Pennsylvania,295
4/11/2019,4/10/2019,South Dakota,447
4/11/2019,4/10/2019,Texas,85
4/11/2019,4/10/2019,Virginia,82
4/11/2019,4/10/2019,Wisconsin,120
4/10/2019,4/9/2019,Arkansas,191
4/10/2019,4/9/2019,Canada,"1,468"
4/10/2019,4/9/2019,Illinois,"1,058"
4/10/2019,4/9/2019,Indiana,189
4/10/2019,4/9/2019,Iowa,"2,383"
4/10/2019,4/9/2019,Kansas,205
4/10/2019,4/9/2019,Michigan,295
4/10/2019,4/9/2019,Minnesota,"1,033"
4/10/2019,4/9/2019,Mississippi,66
4/10/2019,4/9/2019,Missouri,899
4/10/2019,4/9/2019,Nebraska,866
4/10/2019,4/9/2019,North Carolina,783
4/10/2019,4/9/2019,Ohio,339
4/10/2019,4/9/2019,Oklahoma,309
4/10/2019,4/9/2019,Pennsylvania,92
4/10/2019,4/9/2019,South Dakota,174
4/10/2019,4/9/2019,Virginia,149
4/10/2019,4/9/2019,Wisconsin,273
4/9/2019,4/8/2019,Canada,"1,747"
4/9/2019,4/8/2019,Illinois,574
4/9/2019,4/8/2019,Indiana,83
4/9/2019,4/8/2019,Iowa,"2,569"
4/9/2019,4/8/2019,Kansas,174
4/9/2019,4/8/2019,Michigan,209
4/9/2019,4/8/2019,Minnesota,"1,085"
4/9/2019,4/8/2019,Missouri,328
4/9/2019,4/8/2019,Nebraska,827
4/9/2019,4/8/2019,North Carolina,628
4/9/2019,4/8/2019,Ohio,164
4/9/2019,4/8/2019,Oklahoma,446
4/9/2019,4/8/2019,Pennsylvania,46
4/9/2019,4/8/2019,South Dakota,178
4/9/2019,4/8/2019,Texas,80
4/9/2019,4/8/2019,Wisconsin,39
4/8/2019,4/5/2019,Arkansas,189
4/8/2019,4/5/2019,Canada,"1,479"
4/8/2019,4/5/2019,Illinois,"1,020"
4/8/2019,4/5/2019,Indiana,210
4/8/2019,4/5/2019,Iowa,"2,177"
4/8/2019,4/5/2019,Kentucky,62
4/8/2019,4/5/2019,Michigan,338
4/8/2019,4/5/2019,Minnesota,"1,265"
4/8/2019,4/5/2019,Missouri,326
4/8/2019,4/5/2019,Nebraska,"1,226"
4/8/2019,4/5/2019,North Carolina,"1,136"
4/8/2019,4/5/2019,Ohio,188
4/8/2019,4/5/2019,Oklahoma,525
4/8/2019,4/5/2019,Pennsylvania,203
4/8/2019,4/5/2019,South Carolina,93
4/8/2019,4/5/2019,South Dakota,154
4/8/2019,4/5/2019,Virginia,76
4/8/2019,4/5/2019,Wisconsin,87
4/5/2019,4/4/2019,Arkansas,188
4/5/2019,4/4/2019,Canada,"1,388"
4/5/2019,4/4/2019,Illinois,"1,434"
4/5/2019,4/4/2019,Indiana,274
4/5/2019,4/4/2019,Iowa,"2,053"
4/5/2019,4/4/2019,Kentucky,53
4/5/2019,4/4/2019,Michigan,219
4/5/2019,4/4/2019,Minnesota,875
4/5/2019,4/4/2019,Missouri,"1,172"
4/5/2019,4/4/2019,Nebraska,"1,021"
4/5/2019,4/4/2019,North Carolina,771
4/5/2019,4/4/2019,Ohio,250
4/5/2019,4/4/2019,Oklahoma,300
4/5/2019,4/4/2019,Pennsylvania,193
4/5/2019,4/4/2019,South Carolina,95
4/5/2019,4/4/2019,South Dakota,390
4/5/2019,4/4/2019,Texas,85
4/5/2019,4/4/2019,Virginia,148
4/5/2019,4/4/2019,Wisconsin,117
4/4/2019,4/3/2019,Arkansas,327
4/4/2019,4/3/2019,Canada,"1,345"
4/4/2019,4/3/2019,Georgia,59
4/4/2019,4/3/2019,Illinois,"1,530"
4/4/2019,4/3/2019,Indiana,369
4/4/2019,4/3/2019,Iowa,"1,950"
4/4/2019,4/3/2019,Michigan,21
4/4/2019,4/3/2019,Minnesota,996
4/4/2019,4/3/2019,Missouri,"1,038"
4/4/2019,4/3/2019,Nebraska,"1,307"
4/4/2019,4/3/2019,North Carolina,605
4/4/2019,4/3/2019,Ohio,144
4/4/2019,4/3/2019,Oklahoma,452
4/4/2019,4/3/2019,Pennsylvania,93
4/4/2019,4/3/2019,South Carolina,98
4/4/2019,4/3/2019,South Dakota,355
4/4/2019,4/3/2019,Texas,87
4/4/2019,4/3/2019,Virginia,81
4/4/2019,4/3/2019,Wisconsin,38
4/3/2019,4/2/2019,Arkansas,190
4/3/2019,4/2/2019,Canada,"1,399"
4/3/2019,4/2/2019,Illinois,"1,066"
4/3/2019,4/2/2019,Indiana,113
4/3/2019,4/2/2019,Iowa,"2,366"
4/3/2019,4/2/2019,Kansas,127
4/3/2019,4/2/2019,Michigan,195
4/3/2019,4/2/2019,Minnesota,974
4/3/2019,4/2/2019,Missouri,"1,005"
4/3/2019,4/2/2019,Nebraska,"1,112"
4/3/2019,4/2/2019,North Carolina,713
4/3/2019,4/2/2019,Ohio,387
4/3/2019,4/2/2019,Oklahoma,363
4/3/2019,4/2/2019,Pennsylvania,196
4/3/2019,4/2/2019,South Carolina,93
4/3/2019,4/2/2019,Texas,80
4/3/2019,4/2/2019,Virginia,79
4/3/2019,4/2/2019,Wisconsin,143
4/2/2019,4/1/2019,Canada,"1,795"
4/2/2019,4/1/2019,Illinois,576
4/2/2019,4/1/2019,Indiana,359
4/2/2019,4/1/2019,Iowa,"2,449"
4/2/2019,4/1/2019,Kansas,142
4/2/2019,4/1/2019,Michigan,242
4/2/2019,4/1/2019,Minnesota,"1,223"
4/2/2019,4/1/2019,Missouri,423
4/2/2019,4/1/2019,Nebraska,813
4/2/2019,4/1/2019,North Carolina,488
4/2/2019,4/1/2019,Ohio,88
4/2/2019,4/1/2019,Oklahoma,385
4/2/2019,4/1/2019,South Dakota,306
4/2/2019,4/1/2019,Texas,90
4/2/2019,4/1/2019,Wisconsin,134
4/1/2019,3/29/2019,Arkansas,189
4/1/2019,3/29/2019,Canada,"1,296"
4/1/2019,3/29/2019,Illinois,"1,181"
4/1/2019,3/29/2019,Indiana,96
4/1/2019,3/29/2019,Iowa,"2,058"
4/1/2019,3/29/2019,Kentucky,63
4/1/2019,3/29/2019,Michigan,77
4/1/2019,3/29/2019,Minnesota,"1,146"
4/1/2019,3/29/2019,Missouri,812
4/1/2019,3/29/2019,Nebraska,"1,285"
4/1/2019,3/29/2019,North Carolina,554
4/1/2019,3/29/2019,Ohio,369
4/1/2019,3/29/2019,Oklahoma,661
4/1/2019,3/29/2019,Pennsylvania,469
4/1/2019,3/29/2019,South Carolina,193
4/1/2019,3/29/2019,South Dakota,205
4/1/2019,3/29/2019,Virginia,71
4/1/2019,3/29/2019,Wisconsin,170
3/29/2019,3/28/2019,Arkansas,190
3/29/2019,3/28/2019,Canada,"1,426"
3/29/2019,3/28/2019,Illinois,"1,076"
3/29/2019,3/28/2019,Indiana,359
3/29/2019,3/28/2019,Iowa,"2,171"
3/29/2019,3/28/2019,Kentucky,19
3/29/2019,3/28/2019,Michigan,413
3/29/2019,3/28/2019,Minnesota,662
3/29/2019,3/28/2019,Mississippi,61
3/29/2019,3/28/2019,Missouri,741
3/29/2019,3/28/2019,Nebraska,878
3/29/2019,3/28/2019,North Carolina,493
3/29/2019,3/28/2019,Ohio,166
3/29/2019,3/28/2019,Oklahoma,286
3/29/2019,3/28/2019,Pennsylvania,197
3/29/2019,3/28/2019,South Carolina,83
3/29/2019,3/28/2019,South Dakota,442
3/29/2019,3/28/2019,Virginia,245
3/29/2019,3/28/2019,Wisconsin,181
3/28/2019,3/27/2019,Arkansas,255
3/28/2019,3/27/2019,Canada,"1,508"
3/28/2019,3/27/2019,Georgia,79
3/28/2019,3/27/2019,Illinois,"1,227"
3/28/2019,3/27/2019,Indiana,135
3/28/2019,3/27/2019,Iowa,"2,273"
3/28/2019,3/27/2019,Kansas,46
3/28/2019,3/27/2019,Michigan,193
3/28/2019,3/27/2019,Minnesota,850
3/28/2019,3/27/2019,Mississippi,106
3/28/2019,3/27/2019,Missouri,940
3/28/2019,3/27/2019,Nebraska,"1,188"
3/28/2019,3/27/2019,North Carolina,425
3/28/2019,3/27/2019,Ohio,307
3/28/2019,3/27/2019,Oklahoma,568
3/28/2019,3/27/2019,Pennsylvania,276
3/28/2019,3/27/2019,South Carolina,157
3/28/2019,3/27/2019,South Dakota,437
3/28/2019,3/27/2019,Texas,80
3/28/2019,3/27/2019,Virginia,84
3/28/2019,3/27/2019,Wisconsin,324
3/27/2019,3/26/2019,Arkansas,191
3/27/2019,3/26/2019,Canada,"1,210"
3/27/2019,3/26/2019,Illinois,889
3/27/2019,3/26/2019,Indiana,122
3/27/2019,3/26/2019,Iowa,"2,387"
3/27/2019,3/26/2019,Kansas,155
3/27/2019,3/26/2019,Michigan,276
3/27/2019,3/26/2019,Minnesota,"1,092"
3/27/2019,3/26/2019,Mississippi,97
3/27/2019,3/26/2019,Missouri,828
3/27/2019,3/26/2019,Nebraska,"1,114"
3/27/2019,3/26/2019,North Carolina,644
3/27/2019,3/26/2019,Ohio,143
3/27/2019,3/26/2019,Oklahoma,342
3/27/2019,3/26/2019,South Dakota,234
3/27/2019,3/26/2019,Virginia,81
3/27/2019,3/26/2019,Wisconsin,281
3/26/2019,3/25/2019,Canada,"1,653"
3/26/2019,3/25/2019,Illinois,427
3/26/2019,3/25/2019,Indiana,411
3/26/2019,3/25/2019,Iowa,"1,551"
3/26/2019,3/25/2019,Kansas,184
3/26/2019,3/25/2019,Michigan,124
3/26/2019,3/25/2019,Minnesota,"1,088"
3/26/2019,3/25/2019,Missouri,282
3/26/2019,3/25/2019,Nebraska,684
3/26/2019,3/25/2019,North Carolina,323
3/26/2019,3/25/2019,Ohio,220
3/26/2019,3/25/2019,Oklahoma,445
3/26/2019,3/25/2019,Pennsylvania,55
3/26/2019,3/25/2019,South Dakota,245
3/26/2019,3/25/2019,Texas,90
3/26/2019,3/25/2019,Wisconsin,113
3/25/2019,3/22/2019,Arkansas,188
3/25/2019,3/22/2019,Canada,"1,490"
3/25/2019,3/22/2019,Illinois,"1,026"
3/25/2019,3/22/2019,Indiana,386
3/25/2019,3/22/2019,Iowa,"1,674"
3/25/2019,3/22/2019,Kentucky,30
3/25/2019,3/22/2019,Michigan,240
3/25/2019,3/22/2019,Minnesota,"1,502"
3/25/2019,3/22/2019,Missouri,703
3/25/2019,3/22/2019,Nebraska,"1,187"
3/25/2019,3/22/2019,North Carolina,323
3/25/2019,3/22/2019,Ohio,342
3/25/2019,3/22/2019,Oklahoma,595
3/25/2019,3/22/2019,Pennsylvania,222
3/25/2019,3/22/2019,South Carolina,271
3/25/2019,3/22/2019,South Dakota,170
3/25/2019,3/22/2019,Wisconsin,219
3/22/2019,3/21/2019,Arkansas,190
3/22/2019,3/21/2019,Canada,"1,294"
3/22/2019,3/21/2019,Illinois,935
3/22/2019,3/21/2019,Indiana,267
3/22/2019,3/21/2019,Iowa,"2,641"
3/22/2019,3/21/2019,Kentucky,30
3/22/2019,3/21/2019,Michigan,307
3/22/2019,3/21/2019,Minnesota,932
3/22/2019,3/21/2019,Missouri,"1,034"
3/22/2019,3/21/2019,Nebraska,937
3/22/2019,3/21/2019,North Carolina,521
3/22/2019,3/21/2019,Ohio,213
3/22/2019,3/21/2019,Oklahoma,494
3/22/2019,3/21/2019,Pennsylvania,208
3/22/2019,3/21/2019,South Carolina,80
3/22/2019,3/21/2019,South Dakota,381
3/22/2019,3/21/2019,Wisconsin,186
3/21/2019,3/20/2019,Arkansas,189
3/21/2019,3/20/2019,Canada,"1,610"
3/21/2019,3/20/2019,Georgia,140
3/21/2019,3/20/2019,Illinois,860
3/21/2019,3/20/2019,Indiana,237
3/21/2019,3/20/2019,Iowa,"2,382"
3/21/2019,3/20/2019,Kentucky,34
3/21/2019,3/20/2019,Michigan,122
3/21/2019,3/20/2019,Minnesota,851
3/21/2019,3/20/2019,Missouri,"1,042"
3/21/2019,3/20/2019,Nebraska,988
3/21/2019,3/20/2019,North Carolina,865
3/21/2019,3/20/2019,Ohio,178
3/21/2019,3/20/2019,Oklahoma,424
3/21/2019,3/20/2019,Pennsylvania,242
3/21/2019,3/20/2019,South Carolina,108
3/21/2019,3/20/2019,South Dakota,358
3/21/2019,3/20/2019,Texas,86
3/21/2019,3/20/2019,Virginia,160
3/21/2019,3/20/2019,Wisconsin,301
3/20/2019,3/19/2019,Arkansas,299
3/20/2019,3/19/2019,Canada,"2,106"
3/20/2019,3/19/2019,Colorado,81
3/20/2019,3/19/2019,Illinois,"1,058"
3/20/2019,3/19/2019,Indiana,382
3/20/2019,3/19/2019,Iowa,"2,357"
3/20/2019,3/19/2019,Kansas,191
3/20/2019,3/19/2019,Minnesota,866
3/20/2019,3/19/2019,Mississippi,69
3/20/2019,3/19/2019,Missouri,712
3/20/2019,3/19/2019,Nebraska,924
3/20/2019,3/19/2019,North Carolina,673
3/20/2019,3/19/2019,Ohio,319
3/20/2019,3/19/2019,Oklahoma,497
3/20/2019,3/19/2019,Pennsylvania,181
3/20/2019,3/19/2019,South Dakota,72
3/20/2019,3/19/2019,Texas,86
3/20/2019,3/19/2019,Wisconsin,114
3/19/2019,3/18/2019,Canada,"1,597"
3/19/2019,3/18/2019,Illinois,545
3/19/2019,3/18/2019,Indiana,207
3/19/2019,3/18/2019,Iowa,"1,622"
3/19/2019,3/18/2019,Michigan,90
3/19/2019,3/18/2019,Minnesota,"1,174"
3/19/2019,3/18/2019,Missouri,460
3/19/2019,3/18/2019,Nebraska,240
3/19/2019,3/18/2019,North Carolina,163
3/19/2019,3/18/2019,Ohio,172
3/19/2019,3/18/2019,Oklahoma,472
3/19/2019,3/18/2019,Pennsylvania,92
3/19/2019,3/18/2019,South Carolina,80
3/19/2019,3/18/2019,South Dakota,205
3/19/2019,3/18/2019,Texas,83
3/19/2019,3/18/2019,Utah,74
3/19/2019,3/18/2019,Wisconsin,127
3/18/2019,3/15/2019,Arkansas,282
3/18/2019,3/15/2019,Canada,864
3/18/2019,3/15/2019,Illinois,752
3/18/2019,3/15/2019,Indiana,400
3/18/2019,3/15/2019,Iowa,"2,293"
3/18/2019,3/15/2019,Kentucky,72
3/18/2019,3/15/2019,Michigan,403
3/18/2019,3/15/2019,Minnesota,"1,978"
3/18/2019,3/15/2019,Missouri,951
3/18/2019,3/15/2019,Nebraska,703
3/18/2019,3/15/2019,North Carolina,457
3/18/2019,3/15/2019,Ohio,323
